,Unnamed: 0,book_id,book_language,book_series_number,book_title,book_author,book_year,sentence_page,sentence_id,sentence_language,sentence_type,sentence_number,sentence_text,sentence_sentiment_score,sentence_lda,sentence_lda_scores
21551,21551,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21552,en,text,716,"After this general foundation is established, variations may be introduced, justified by individual needs.",0.136,[],[]
21552,21552,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21553,en,text,717,People are today conducting investigations of biological requirements in different fields of experience. Their research seems to produce results which are related.,-0.05,"['gross', 'bodi', 'aesthet']","[1.028, 0.774, 0.753]"
21553,21553,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21554,en,text,718,Efforts to realize a new spatial conception and creation — important as they are — should therefore be understood only as a component of this new orientation.,-0.071,"['gross', 'bodi', 'aesthet', 'lang', 'ober', 'master']","[0.56, 0.306, 0.285, 0.453, 0.292, 0.252]"
21554,21554,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21555,en,text,719,"Architecture will be brought to its fullest realization when the deepest knowledge of human life as a total event in the biological whole is available. One of its important components is the ordering of man in space, making space comprehensible by its articulation.",0,[],[]
21555,21555,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21556,en,text,720,The root of architecture lies in the mastery of the problem of space; its practical development lies in technological advance.,0.043,"['organ', 'bring', 'head', 'kunst', 'erst', 'malerei']","[0.683, 0.672, 0.556, 0.413, 0.285, 0.271]"
21556,21556,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21557,en,text,721,The boundary between architecture and sculpture.,0.5,"['organ', 'bring', 'head']","[0.694, 0.683, 0.567]"
21557,21557,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21558,en,text,722,"Although architecture and sculpture are separate domains, the treatment of space at times easily may be confused with treatment of volume.",0.138,"['heut', 'leg', 'research']","[0.937, 0.616, 0.593]"
21558,21558,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21559,en,text,723,"In other words: to the untrained eye, sculpture may appear as architecture, and a work of architecture as enlarged sculpture (Fig. 38).",0.025,"['film', 'kind', 'exampl']","[1.018, 0.907, 0.854]"
21559,21559,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21560,en,text,724,"The latter was almost always the case with classical architecture, where the modulation of masses and bodies (volumes) was predominant.",0.133,[],[]
21560,21560,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21561,en,text,725,But space creation in our time has changed the meaning of architecture. ,0.224,"['mensch', 'tast', 'unend']","[1.05, 0.561, 0.544]"
21561,21561,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21562,en,text,726,"A brief explanation may clarify this. If the side walls of a volume (i.e., a clearly circumscribed body) are scattered in different direc",0.2,"['seat', 'spatial', 'theoret']","[0.63, 0.576, 0.562]"
21562,21562,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21563,en,text,727,"• A valuable theoretical study, perhaps the most valuable of recent years, on the question of architecture, is the book by S. Giedion: ""Bauen in Frankreich, Bauen in Eisenbeton, Bauen in Eisen"" (Verlog Klinkhordt & Biermann, Leipzig). Giedion attempts to show that in modern construction the correct application of materials and principles of economy is that which produces the actual architectural creation.",0.133,"['method', 'ide', 'instrument', 'volum', 'painter', 'futurist']","[0.433, 0.379, 0.338, 0.374, 0.338, 0.318]"
21563,21563,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21564,en,text,728,"But he also says that material and construction are only means to the realization of architecturally envisioned ends. His latest book ""Space, Time and Architecture"" (Harvard University Press, 1941) is once more an important and excellent contribution.",0.05,"['heut', 'leg', 'research']","[1.103, 0.782, 0.759]"
21564,21564,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21565,en,text,729,"tions, spatial patterns or spatial relations originate. ",0,"['ton', 'contain', 'flow', 'kunst', 'erst', 'malerei']","[0.442, 0.404, 0.383, 0.573, 0.445, 0.431]"
21565,21565,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21566,en,text,730,This fact is the best guide to judgment of modern and pseudo-modern architecture. ,0.5,[],[]
21566,21566,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21567,en,text,731,"The latter shows only volume articulation, in comparison with the rich space articulation — i.e., relations of planes and slabs — of modern architecture (Fig. 36).",0,"['organ', 'bring', 'head', 'ganz', 'display', 'form']","[0.518, 0.507, 0.391, 0.642, 0.284, 0.273]"
21567,21567,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21568,en,text,732,"The Eiffel Tower is on the border line between architecture and sculpture. According to the definition laid down in this book, it is a piece of sculpture: a volume creation. It is a broken- through, completely perforated ""block.""",0.317,"['passiv', 'rapid', 'respect']","[0.74, 0.726, 0.713]"
21568,21568,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21569,en,text,733,"An analogy. The fact that kinetic sculpture exists leads to the recognition of a space condition which is not the result of the position of static volumes, but consists of visible and invisible forces, e.g., of the phenomena of motion, and the forms that such motion creates (Figs. 17, 29, 30-32, 39 and page 74).",0,"['rein', 'form', 'fest']","[0.846, 0.609, 0.59]"
21569,21569,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21570,en,text,734,"The phrase ""material is energy"" will have significance for architecture by emphasizing relation, instead of mass.",-0.125,"['sound', 'creativ', 'clear']","[0.77, 0.746, 0.742]"
21570,21570,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21571,en,text,735,"The structure contains on outer path mounting spirally, intended for general recreation and therefore equipped with a guard-rail.",0.167,"['kunst', 'erst', 'malerei', 'lass', 'manag', 'ceil']","[0.591, 0.463, 0.449, 0.587, 0.301, 0.264]"
21571,21571,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21572,en,text,736,"Instead of steps, it is in the form of a ramp. The path ends at the top in a semi-circular platform which has access to an elevator shaft.",0,"['rein', 'form', 'fest']","[0.846, 0.609, 0.59]"
21572,21572,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21573,en,text,737,"The upper end of the platform is jointed, while the lower end emerges on o horizontal which takes the public out by a downward escalator.",0,"['seit', 'siedlung', 'mind']","[0.768, 0.573, 0.572]"
21573,21573,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21574,en,text,738,The horizontal ring-shaped platform glides downward in respect to the ele- votor and by means of the turning of the whole structure.,0,[],[]
21574,21574,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21575,en,text,739,The path of motion for it is the inner spiral.,0,[],[]
21575,21575,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21576,en,text,740,"Parallel to the outer path there is a further spiral, with the steepest practicable incline, for the use of more athletic visitors.",0.06,"['especi', 'task', 'composit']","[0.589, 0.565, 0.56]"
21576,21576,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21577,en,text,741,"This, unlike the outer path, hos no rail.",0,"['seit', 'siedlung', 'mind', 'format', 'tempo', 'face']","[0.601, 0.406, 0.405, 0.495, 0.429, 0.396]"
21577,21577,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21578,en,text,742,"Above the upper platform for the public there is a horizontal plane forming three quarters of a ring, which is the terminus of the ""athletes’ track,"" and is connected with a slide pole parallel to the elevator shaft.",0.175,"['format', 'tempo', 'face', 'studi', 'approach', 'consist']","[0.495, 0.429, 0.396, 0.466, 0.406, 0.396]"
21578,21578,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21579,en,text,743,"he ""athletes’ track,"" and is connected with a slide pole parallel to the elevator shaft. The slide pole, by means of a flexible attachment, can be moved to any point on the upper ring-shoped surface, and can also be swung to any point of the ground level of the whole structure.",0,"['hand', 'tabl', 'oper', 'small', 'eng', 'law']","[0.612, 0.432, 0.403, 0.466, 0.401, 0.39]"
21579,21579,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21580,en,text,744,The figures indicate the scale and the arrows the direction of motion.,0,"['bauhaus', 'dessau', 'gropius', 'sein', 'roll', 'independ']","[0.841, 0.752, 0.572, 0.365, 0.267, 0.211]"
21580,21580,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,31,21581,en,text,745,"Instead of static: kinetic. What we grasp of kinetics today is slight. The building materials at our disposal permit extraordinary performances, but they scarcely come near the ""fantastic"" idea of a kinetic space creation.",0.367,[],[]
21581,21581,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21582,en,text,746,"shadow image al will and could move it sideways, up or down, depending upon the angle of the sheet and the movements of the light source.",-0.156,"['photographi', 'mathemat', 'architectur']","[0.777, 0.752, 0.731]"
21582,21582,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21583,en,text,747,The shadow of such sheets produced a distorted image of the original painting. Similar effects were achieved when the observer moved in front of the painting.,0.2,"['ganz', 'display', 'form', 'chicago', 'phenomenon', 'regard']","[0.744, 0.386, 0.375, 0.432, 0.407, 0.402]"
21583,21583,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21584,en,text,748,"Also, I made paintings on celluloid , sheets with a spiral binding.",0.192,[],[]
21584,21584,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21585,en,text,749,In these simple ways new types of moving pictures originated with ever changing shadows and reflections.,0,"['seit', 'siedlung', 'mind', 'mass', 'spring', 'conscious']","[0.601, 0.406, 0.405, 0.608, 0.409, 0.397]"
21585,21585,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21586,en,text,750,"My stage design, three-dimensional 1 ""lantern slides,"" and motion picture work grew out of the same interest, to ""point with light.""",0.068,[],[]
21586,21586,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21587,en,text,751,""" I have had enough opportunity to make abstract motion pictures, black and white and in color, before that time and afterward, but I am convinced that without employing the new painters' experiments with light and color no adequate ! solution can be reached.",0,"['concentr', 'tubular', 'intuit', 'element', 'wall', 'form']","[0.401, 0.395, 0.386, 0.673, 0.415, 0.382]"
21587,21587,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21588,en,text,752,"In analyzing ""distortion,"" in these days I find that during the last twenty-five years, since I began my abstract paintings, I did not paint any shape which was not the interpretation of the original departure, the strip, used in my first collages.",0.058,"['mensch', 'tast', 'unend']","[1.05, 0.561, 0.544]"
21588,21588,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21589,en,text,753,". By slight distortion, although I had not been conscious of it, ",0.172,[],[]
21589,21589,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21590,en,text,754,I continuously changed this shape on each occosion believing that I was inventing something completely new.,0.268,"['gross', 'bodi', 'aesthet']","[0.862, 0.608, 0.587]"
21590,21590,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21591,en,text,755,Molding the plastics.,0,"['absolut', 'death', 'frau', 'ton', 'contain', 'flow']","[0.421, 0.336, 0.312, 0.358, 0.32, 0.299]"
21591,21591,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21592,en,text,756,The last step was the distortion of the flat plane itself.,0.181,"['natur', 'patent', 'sens', 'harmoni', 'ein', 'floor']","[0.613, 0.479, 0.392, 0.475, 0.459, 0.432]"
21592,21592,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21593,en,text,757,"Thermoplastics, when heated, can be easily shaped.",-0.015,"['arbeit', 'holland', 'georg', 'ail', 'logisch', 'surfac']","[0.762, 0.394, 0.39, 0.458, 0.401, 0.385]"
21593,21593,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21594,en,text,758,"One day it occurred to me that by painting on flat plastic sheets,",0,"['ail', 'logisch', 'surfac', 'kunst', 'erst', 'malerei']","[0.381, 0.324, 0.308, 0.489, 0.361, 0.347]"
21594,21594,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21595,en,text,759,", I neglected this essential property of the material.",0.433,"['ail', 'logisch', 'surfac']","[0.625, 0.568, 0.552]"
21595,21595,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21596,en,text,760,"Thus I heated, bent, and twisted a transparent sheet after painting on it",-0.013,"['ail', 'logisch', 'surfac', 'ganz', 'display', 'form']","[0.367, 0.31, 0.294, 0.616, 0.258, 0.247]"
21596,21596,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21597,en,text,761,"With this manipulation I arrived at complex concave and convex shapes, rich compound curvatures which created a constantly changing relationship between the painted and engraved transparent planes and the background, resulting in a new type of ""related"" distortions.",-0.045,"['mensch', 'tast', 'unend', 'ail', 'logisch', 'surfac']","[0.883, 0.394, 0.377, 0.458, 0.401, 0.385]"
21597,21597,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21598,en,text,762,The bends and curves made the plastics structurally more resistant to breakage. ,0.068,"['ail', 'logisch', 'surfac']","[0.874, 0.817, 0.801]"
21598,21598,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21599,en,text,763,"At the same time, the bends caught high lights.",0.353,"['ail', 'logisch', 'surfac', 'mensch', 'tast', 'unend']","[0.389, 0.332, 0.316, 0.799, 0.31, 0.293]"
21599,21599,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21600,en,text,764,They could be made a part of the light 1 compositions themselves.,0,[],[]
21600,21600,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21601,en,text,765,These could hardly be called painting or sculpture.,0,"['element', 'wall', 'form']","[0.845, 0.587, 0.554]"
21601,21601,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21602,en,text,766,"However, the difficulty of naming these forms should not be held against them.",0.25,[],[]
21602,21602,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21603,en,text,767,During the last j twenty-five years I have been often fascinated by phenomena not listed anywhere.,0.2,"['rein', 'form', 'fest', 'wert', 'represent', 'applianc']","[0.836, 0.599, 0.58, 0.509, 0.316, 0.293]"
21603,21603,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21604,en,text,768,"Thus I did not worry very much about a name for this unknown version of a kind of sculpture-painting. For me they were ""space modulators.""",0,"['zeit', 'punkt', 'architektur', 'natur', 'patent', 'sens']","[0.484, 0.458, 0.435, 0.461, 0.327, 0.24]"
21604,21604,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21605,en,text,769,"The distorted shapes of my ""modulators"" produced spatial effects, not only through the curved surfaces which were either protruding or receding, but also through the lines flowing in all directions of the weather cock, formed by the thickness of the sheets themselves.",0.033,"['mensch', 'tast', 'unend', 'mal', 'ding', 'formal']","[0.883, 0.394, 0.377, 0.562, 0.521, 0.405]"
21605,21605,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21606,en,text,770,"Their edges produced space curves which, when combined with similarly curved wire of the same gauge as the thickness of the edges, could be blended into a complete row of space cells.",0.125,[],[]
21606,21606,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21607,en,text,771,"They were partly made of transparent plastics, with emphasis on the edges, portly of wire and air ""walls,"" which were “more transparent"" than transparency itself",0.55,"['kunst', 'erst', 'malerei']","[0.906, 0.778, 0.764]"
21607,21607,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21608,en,text,772,These experiments can be seen as related to the spatial quality of endlessly bent tubular furniture.,0.138,"['effect', 'linear', 'take']","[0.845, 0.753, 0.736]"
21608,21608,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21609,en,text,773,I liked these tubulor structures and I had many ideas for their use in other structural and architectural experiments.,0.05,"['sein', 'roll', 'independ', 'absolut', 'death', 'frau']","[0.412, 0.314, 0.258, 0.37, 0.285, 0.261]"
21609,21609,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21610,en,text,774,I tried to achieve similar effects wit painting on canvas.,0.3,"['mensch', 'tast', 'unend', 'sein', 'roll', 'independ']","[1.049, 0.56, 0.543, 0.446, 0.348, 0.292]"
21610,21610,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21611,en,text,775,"There the free “motion"" forward and backward of color prepared a new type of spatial perception. This was in clear opposition to the renaissance method of producing illusionistic space by the illusionistic relationships of volumes. In this way my experiments seemed to become a part of the general tendencies of con- temporary painters.",0.136,"['rein', 'form', 'fest']","[0.846, 0.609, 0.59]"
21611,21611,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,44,21612,en,text,776,"Many of us have departed from the old canons and obsolete conventions, to a new space articulation, trying to define intuitively and to satisfy more adequately the specific need of our time for a vision in motion.",0.319,"['mensch', 'tast', 'unend']","[1.216, 0.727, 0.71]"
21612,21612,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,166,21613,en,text,777,14 9 Siedlung dessau-törten schnitt vom typ des baujahres 1926 die rapiddeckenbalken sind eingezeichnet,0,[],[]
21613,21613,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21614,en,text,778,"Obituary note by Walter Gropius With Moholy-Nagy’s untimely death a life of tremendous vitality, will power and love has been zenith.",0.417,"['ganz', 'display', 'form', 'kunst', 'erst', 'malerei']","[0.744, 0.386, 0.375, 0.573, 0.445, 0.431]"
21614,21614,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21615,en,text,779,"When a beloved friend irrevocably disappears into silence, the sudden loss enlightens our consciousness in a flash so that we recognize the truth more clearly than before.",0.26,"['seit', 'siedlung', 'mind']","[0.768, 0.573, 0.572]"
21615,21615,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21616,en,text,780,"Moholy-Nagy has bequeathed to us a wealth of art works and writings, which embrace the whole range of the visual arts.",0.1,"['wert', 'represent', 'applianc']","[0.752, 0.559, 0.536]"
21616,21616,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21617,en,text,781,"We might call the scope of his contribution “Leonardion,” so versatile and colorful has it been.",0.3,"['seit', 'siedlung', 'mind', 'kunst', 'erst', 'malerei']","[0.601, 0.406, 0.405, 0.573, 0.445, 0.431]"
21617,21617,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21618,en,text,782,"He was successful at once as a thinker and as an inventor, as a writer and as a teacher.",0.75,[],[]
21618,21618,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21619,en,text,783,"This would seem to be almost too vast a field for one man to till, but abundant versatility was uniquely his.",0.325,"['gross', 'bodi', 'aesthet']","[0.862, 0.608, 0.587]"
21619,21619,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21620,en,text,784,With his power of imagination he kept this tremendous variety of interests in balance.,0.333,[],[]
21620,21620,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21621,en,text,785,"His vision took brilliant shortcuts, synchronizing his observations into a consistent whole, for he felt today’s danger of over-specialization which leads to fallacies.",0.45,"['seit', 'siedlung', 'mind', 'kunst', 'erst', 'malerei']","[0.517, 0.322, 0.321, 0.489, 0.361, 0.347]"
21621,21621,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21622,en,text,786,"Constantly developing new ideas, he managed to keep himself in a state of unbiased curiosity, from which a fresh point of view could originate.",0.145,"['spiral', 'french', 'hold']","[0.736, 0.734, 0.727]"
21622,21622,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21623,en,text,787,"With a shrewd sense of observation he investigated everything that came his way, taking nothing for granted, but using his acute sense for the organic.",0.6,"['mensch', 'tast', 'unend', 'hand', 'tabl', 'oper']","[0.85, 0.361, 0.344, 0.548, 0.368, 0.339]"
21623,21623,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21624,en,text,788,I remember his peculiar freshness when he was facing a new problem in his art.,0.136,"['real', 'iron', 'hollow', 'hous', 'fort', 'vacuum']","[0.43, 0.388, 0.288, 0.333, 0.315, 0.314]"
21624,21624,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21625,en,text,789,"With the attitude of an unprejudiced, happy child at play, he surprised one by the directness of his intuitive approach.",0.45,[],[]
21625,21625,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21626,en,text,790,Here was the source of his priceless quality as an educator: his never-ceasing power to stimulate and to carry away the other person with his own enthusiasm.,0.492,"['fast', 'geometr', 'pigment', 'format', 'tempo', 'face']","[0.387, 0.344, 0.299, 0.411, 0.345, 0.312]"
21626,21626,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21627,en,question,791,Can true education achieve more than setting the student’s mind in motion by that contagious magic?,0.45,"['mal', 'ding', 'formal']","[0.729, 0.688, 0.572]"
21627,21627,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21628,en,text,792,"This book, which has proved to be “the standard grammar of modern design,*' gives broadest evidence of the decisive part which Moholy-Nagy has played in the history of the visual arts, for it has revealed a new mental attitude in contemplating, observing and forming this, our physical world.",0.039,"['halt', 'general', 'roman', 'real', 'iron', 'hollow']","[0.536, 0.411, 0.393, 0.513, 0.471, 0.371]"
21628,21628,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,45,21629,en,text,793,It will gain in time when weaker eyes have learned to see through his.,0,"['seit', 'siedlung', 'mind']","[0.768, 0.573, 0.572]"
21629,21629,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21630,en,text,794,"changes are slow; that is, they are not confined to individuals. In earlier days the visual arts also had established firm laws, a counterpoint regulating the structure of space.",-0.125,"['film', 'kind', 'exampl', 'kunst', 'erst', 'malerei']","[0.526, 0.415, 0.362, 0.489, 0.361, 0.347]"
21630,21630,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21631,en,text,795,"The art academies that had the task of keeping up and developing these rules somehow forgot them, and art decayed.",0,"['wert', 'represent', 'applianc', 'gross', 'bodi', 'aesthet']","[0.62, 0.427, 0.404, 0.59, 0.336, 0.315]"
21631,21631,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21632,en,text,796,"The abstract painters of our day have used their creative powers to establish a new counterpoint of space, a new vision.",0.318,"['period', 'prof', 'bauhausbuch', 'volum', 'painter', 'futurist']","[0.589, 0.459, 0.444, 0.323, 0.287, 0.267]"
21632,21632,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21633,en,text,797,This is the core of their achievement.,0.283,"['organ', 'bring', 'head', 'method', 'ide', 'instrument']","[0.527, 0.516, 0.4, 0.517, 0.463, 0.422]"
21633,21633,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21634,en,text,798,"In the history of painting, the content of what is portrayed recedes before the more important problem, of space.",0.333,"['wert', 'represent', 'applianc', 'ail', 'logisch', 'surfac']","[0.585, 0.392, 0.369, 0.458, 0.401, 0.385]"
21634,21634,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21635,en,text,799,Consider how long it took for the painter to master the structure of perspective in pictures.,0.079,"['mensch', 'tast', 'unend']","[1.05, 0.561, 0.544]"
21635,21635,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21636,en,text,800,"Our artistic conception, has now developed further.",-0.042,"['kunst', 'erst', 'malerei', 'film', 'kind', 'exampl']","[0.415, 0.287, 0.273, 0.438, 0.327, 0.274]"
21636,21636,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21637,en,text,801,"Today we are confronted by new problems, e.g., the fourth dimension and the simultaneity of events, ideas foreign to former periods, but inherent in a modern conception of space.",0.1,[],[]
21637,21637,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21638,en,text,802,The artist often senses a coming discovery before its advent.,0.25,"['standard', 'angl', 'establish']","[0.612, 0.602, 0.564]"
21638,21638,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21639,en,text,803,"Science now speaks of a fourth dimension in space, which means the introduction of an element of time into space.",0.3,"['moment', 'sphere', 'given', 'lass', 'manag', 'ceil']","[0.609, 0.567, 0.566, 0.612, 0.326, 0.289]"
21639,21639,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21640,en,text,804,"Before the first World War, futurist and cubist artists were already attempting to introduce movement into action, that is, the actual passing of time into hitherto static pictures.",0,[],[]
21640,21640,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21641,en,text,805,"For example, Delaunay s well-known picture “The Eiffel Tower"" was intended to be a pictorial representation of the sensations of a passenger going up the Eiffel Tower in the elevator — of impressions which follow one another in space.",0.475,"['concentr', 'tubular', 'intuit', 'rein', 'form', 'fest']","[0.397, 0.391, 0.382, 0.679, 0.442, 0.423]"
21641,21641,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21642,en,text,806,From this notion to a picture by Moholy is a long step forward on the way to the conquest of space.,0.312,[],[]
21642,21642,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21643,en,text,807,Moholy soon recognized that we can comprehend space best by means of light.,0.156,"['natur', 'patent', 'sens']","[0.78, 0.646, 0.559]"
21643,21643,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21644,en,text,808,"His work has been a mighty battle to prepare the way for a new vision; he has attempted to extend the boundaries of painting, and to increase the intensity of light in the picture by the use of new technical means, which approximate the intensity of light in nature.",0.204,"['film', 'kind', 'exampl', 'method', 'ide', 'instrument']","[0.467, 0.356, 0.303, 0.382, 0.328, 0.287]"
21644,21644,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21645,en,text,809,Moholy has observed and registered light with the eye of the camera from the perspective of the frog and the bird; he has tried to master his impressions of space and to transform them into new spatial relationships in his paintings and in his other works.,0.1,"['sein', 'roll', 'independ']","[0.697, 0.599, 0.543]"
21645,21645,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21646,en,text,810,"To quote his own words, a creation in space is an interweaving of parts of space, which are anchored in invisible, but clearly traceable relations, and in the fluctuating play of forces.” ",0.004,"['mass', 'spring', 'conscious']","[0.775, 0.576, 0.564]"
21646,21646,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21647,en,text,811,This indeed describes his pictorial creations.,0.117,"['kunst', 'erst', 'malerei', 'lang', 'ober', 'master']","[0.638, 0.51, 0.496, 0.453, 0.292, 0.252]"
21647,21647,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21648,en,text,812,"A thinker and educator, Moholy felt the urge to find objective definitions for the new space conception which had sprung up from his work and that of other contem porary leaders. Early in 1928 he wrote ""Von Material zu Architektur” (Albert Longer Verlag, Munchen) which is based on his educational experience and lectures at the Bauhaus between 1923 and 1928.",0.136,[],[]
21648,21648,22,en,14,The New Vision and Abstract of an Artist,László Moholy Nagy,1947,4,21649,en,text,813,"A revised English edition, published under the title ""The New Vision"" (Brewer, Warren & Putnam, Inc., New York, 1930, and W. W. Norton, New York, 1938) has long been out of print.",0.136,"['mensch', 'tast', 'unend', 'stand', 'ornament', 'franc']","[0.883, 0.394, 0.377, 0.449, 0.418, 0.41]"
